city_name,index_value
复兴区,1560
江阳区,1852
平泉市,378
广饶县,899
青白江区,916
龙泉驿区,1582
温江区,527
新都区,1177
丹徒区,734
郫都区,206
双流区,455
润州区,1297
利津县,1918
新津区,1260
兴宁市,1876
鹤城区,1764
赣县区,521
上犹县,1702
崇义县,1968
洮南市,1017
信丰县,956
梅里斯达斡尔族区,1855
大余县,726
碾子山区,1014
富拉尔基区,501
大安市,117
昂昂溪区,386
铁锋区,1368
建华区,584
西安区,395
龙沙区,1088
龙山区,1741
垦利区,721
霞浦县,72
古田县,1813
屏南县,274
寿宁县,1344
金堂县,338
京口区,1390
大邑县,1519
振安区,607
高昌区,166
振兴区,1568
淮阳区,11
元宝区,1325
川汇区,729
长阳土家族自治县,801
秭归县,102
兴山县,1449
远安县,1416
五峰土家族自治县,779
龙华区,214
围场满族蒙古族自治县,1715
秀英区,1112
江阴市,1577
丰宁满族自治县,401
宜兴市,588
宽城满族自治县,889
蒲江县,1070
美兰区,1696
天长市,1487
琼山区,592
明光市,1334
东营区,1110
河口区,92
原阳县,1684
获嘉县,673
新泰市,714
封丘县,936
肥城市,1952
延津县,242
新乡县,1889
叠彩区,2
秀峰区,225
七星区,801
象山区,1769
章贡区,1997
南康区,1950
莲花山风景林自然保护区,1953
喀喇沁旗,589
宁城县,116
蕉城区,1690
敖汉旗,918
临桂区,1127
雁山区,194
爱辉区,1190
湘潭县,871
夷陵区,90
南沙区,1710
猇亭区,122
花都区,143
点军区,994
番禺区,106
伍家岗区,887
黄埔区,428
白云区,1329
安陆市,1896
应城市,1995
鹰手营子矿区,317
西陵区,1987
增城区,635
汉川市,1926
从化区,9
阳朔县,774
东坡区,1097
灵川县,1383
卫滨区,223
红旗区,1440
彭山区,553
凤泉区,1394
翁牛特旗,716
资源县,1288
龙胜各族自治县,1864
林西县,1714
克什克腾旗,1884
巴林左旗,1342
兴安县,1108
巴林右旗,1342
全州县,111
灌阳县,251
阿鲁科尔沁旗,383
永福县,7
越秀区,459
荔湾区,1108
山阴县,208
应县,900
右玉县,1414
天河区,1338
海珠区,22
恭城瑶族自治县,410
陵城区,895
岳塘区,515
承德县,1151
滦平县,809
隆化县,1724
平乐县,874
德城区,14
兴隆县,971
津市市,978
牧野区,1014
雨湖区,1036
五华县,87
石城县,1548
丰顺县,909
大埔县,1561
会昌县,1325
寻乌县,1267
于都县,122
兴国县,1171
宁都县,1591
拜泉县,750
蕉岭县,1380
克东县,685
平远县,1928
周宁县,1757
洪雅县,1655
柘荣县,309
丹棱县,695
仁寿县,288
青神县,307
松山区,1836
红山区,1618
元宝山区,1990
定南县,914
全南县,1747
安远县,662
克山县,549
东丰县,1376
富裕县,312
朔城区,873
平鲁区,1083
东辽县,1667
甘南县,924
泰来县,1738
依安县,755
龙江县,35
宜州区,445
锦江区,93
金城江区,1974
安宁市,1983
金牛区,1231
双桥区,353
青羊区,903
双滦区,1356
成华区,1841
武侯区,862
宽甸满族自治县,1749
托克逊县,159
鄯善县,1978
赤水市,957
仁怀市,24
上城区,404
萧山区,805
郁南县,516
拱墅区,732
松潘县,1388
西湖区,1406
茂县,532
理县,956
滨江区,152
汶川县,1586
鼓楼区,1713
黑水县,947
云龙区,608
小金县,1641
金川县,420
九寨沟县,1274
新兴县,1141
兰考县,866
科尔沁区,1536
通许县,1764
杞县,578
尉氏县,335
丰镇市,1442
贾汪区,932
大同区,1798
红岗区,295
让胡路区,1962
龙凤区,755
萨尔图区,1395
榆次区,186
太谷区,1270
阿坝县,637
壤塘县,1292
洮北区,1667
红原县,1261
若尔盖县,530
新华区,1576
桐庐县,21
云安区,911
灯塔市,1761
云城区,867
淳安县,794
睢宁县,1544
临泉县,100
沛县,752
丰县,478
阜南县,1623
太和县,1322
鼓楼区,940
钦北区,526
顺河回族区,334
钦南区,2
颍上县,375
禹王台区,293
龙亭区,837
临安区,1958
临平区,1005
钱塘区,553
醴陵市,318
余杭区,1526
富阳区,1852
泉山区,381
铜山区,1647
福清市,14
祥符区,504
界首市,231
市中区,1108
甘谷县,130
武山县,1767
江华瑶族自治县,838
张家川回族自治县,1169
芝罘区,891
清水县,1881
秦安县,28
东安县,66
道县,1187
双牌县,1253
灵山县,261
宁远县,1473
江永县,1448
新田县,460
浦北县,1976
蓝山县,1700
汉台区,301
四子王旗,919
吉州区,1327
南郑区,287
察哈尔右翼后旗,1419
察哈尔右翼中旗,1034
察哈尔右翼前旗,1731
凉城县,630
兴和县,270
商都县,592
随县,1994
东兴区,1629
贺兰县,1802
永宁县,844
息县,862
淮滨县,1385
济源市,1281
商城县,133
新县,1300
潢川县,1800
固始县,1707
光山县,972
罗山县,513
佛坪县,313
马尔康市,576
威远县,886
秦州区,1308
麦积区,1145
资中县,1131
敦煌市,1957
玉门市,687
化德县,1228
卓资县,165
零陵区,305
冷水滩区,1521
黄岩区,1656
西乡县,1580
路桥区,1848
勉县,156
城固县,1391
洋县,1743
杜尔伯特蒙古族自治县,1926
林甸县,620
集宁区,1275
肇源县,957
椒江区,1940
肇州县,1906
镇赉县,334
彭州市,1666
都江堰市,969
崇州市,511
通榆县,1317
邛崃市,1044
镇巴县,282
简阳市,797
留坝县,1025
曾都区,119
宁强县,1059
略阳县,198
姜堰区,485
海陵区,1781
高港区,1083
兴庆区,837
金凤区,1185
西夏区,1009
浉河区,691
平桥区,1230
晋安区,1036
长乐区,490
清新区,276
清城区,693
辽阳县,242
吴兴区,1240
南浔区,1275
淮上区,1835
汾阳市,126
孝义市,217
海州区,1330
赣榆区,1821
连云区,1209
阿图什市,1063
福海县,1247
富蕴县,1208
青河县,495
哈巴河县,427
闽侯县,1202
连江县,919
吉木乃县,1452
罗源县,1318
闽清县,1876
永泰县,151
勐腊县,384
勐海县,1662
平潭县,1837
太子河区,308
五河县,1360
固镇县,1970
怀远县,746
布尔津县,892
贵德县,375
同德县,1032
德清县,1365
共和县,129
长兴县,1015
贵南县,1800
兴海县,669
安吉县,1376
兴城市,1382
罗定市,517
文圣区,1519
白塔区,86
涡阳县,1199
弓长岭区,1826
宏伟区,1217
巴州区,311
利辛县,1143
恩阳区,1242
蒙城县,427
灌南县,1994
东海县,1438
灌云县,114
阿勒泰市,1169
石狮市,1562
晋江市,1672
南安市,303
鼓楼区,744
台江区,1905
仓山区,588
马尾区,987
禹会区,1864
龙子湖区,345
蚌山区,814
永登县,1988
隆昌市,801
皋兰县,1025
榆中县,1171
颍州区,1311
颍东区,1678
颍泉区,1077
巴宜区,1328
临颍县,1093
荣成市,361
陈仓区,1626
舞阳县,1982
凤翔区,1244
渭滨区,1986
金台区,1010
昭阳区,704
电白区,1990
茂南区,575
绥芬河市,1609
海林市,1185
宁安市,1705
穆棱市,1113
东宁市,688
乳山市,781
石楼县,585
乌恰县,1781
柳林县,589
方山县,1183
岚县,489
祁阳市,971
中阳县,1348
交城县,1634
文水县,1405
临县,1126
兴县,494
安宁区,1668
察隅县,1638
城关区,19
朗县,1478
七里河区,1506
西固区,1618
工布江达县,397
太白县,1001
米林市,1303
墨脱县,851
波密县,1389
凤县,1355
阿克陶县,1665
阿合奇县,1368
千阳县,822
麟游县,455
彝良县,1625
眉县,725
威信县,1679
陇县,1089
绥江县,1100
扶风县,711
镇雄县,143
大关县,917
永善县,1939
岐山县,828
巧家县,605
景洪市,1497
新民市,1441
盐津县,305
红古区,736
交口县,1521
鲁甸县,291
灵武市,1964
广水市,102
武安市,1291
源汇区,867
召陵区,968
郾城区,1646
沙洋县,974
滕州市,842
农安县,962
黄平县,942
珠山区,1801
三穗县,1027
漳平市,85
施秉县,1818
岑巩县,328
昌江区,816
镇远县,1474
锦屏县,454
天柱县,1948
贵溪市,629
剑河县,1245
三元区,1178
沙县区,665
安达市,12
肇东市,1157
海伦市,304
八步区,1317
莒南县,975
台安县,1324
湘阴县,1764
新华区,783
平邑县,43
华容县,944
临沭县,343
平江县,1350
平桂区,1838
蒙阴县,498
桥西区,364
沂水县,891
藁城区,427
郯城县,1005
费县,21
岫岩满族自治县,407
井陉矿区,619
兰陵县,1015
裕华区,336
南宫市,1839
杜集区,1141
沙河市,1148
沂南县,399
长安区,793
相山区,1828
烈山区,715
岳阳县,51
黎平县,1807
东宝区,324
台江县,789
从江县,141
榕江县,470
九台区,787
麻江县,1826
双阳区,1358
雷山县,1917
掇刀区,964
丹寨县,1008
柯城区,373
衢江区,1588
河东区,494
叙州区,1563
罗庄区,1693
翠屏区,751
南溪区,1180
千山区,291
君山区,1672
集安市,1168
新源县,106
梅河口市,1444
昭苏县,670
吴川市,1682
特克斯县,2
雷州市,1969
尼勒克县,589
南关区,644
廉江市,90
朝阳区,1369
宽城区,350
通渭县,1483
绿园区,1287
二道区,1375
渭源县,1132
高邮市,1610
陇西县,1063
金湾区,909
斗门区,159
仪征市,1607
香洲区,959
密山市,312
虎林市,1265
岳阳楼区,1962
富川瑶族自治县,445
北镇市,298
凌海市,952
云溪区,36
漳县,1108
铁西区,1476
临洮县,1910
铁东区,1799
钟山县,1846
岷县,1409
昭平县,1196
兰山区,1400
立山区,1709
兴平市,1386
伊宁县,559
彬州市,891
察布查尔锡伯自治县,141
霍城县,887
巩留县,1942
阳西县,1142
建宁县,1301
开化县,726
龙游县,1244
巨鹿县,1929
常山县,1050
西丰县,521
清河县,1807
临西县,10
铁岭县,984
平乡县,378
威县,1657
南江县,1661
平昌县,682
通江县,584
昌图县,152
新河县,720
广宗县,1073
长葛市,1178
西秀区,859
平坝区,1317
太子山天然林保护区,1604
禹州市,50
水富市,664
旌阳区,531
罗江区,1636
郊区,1084
阳东区,1191
江城区,1226
土默特左旗,857
托克托县,146
清河区,915
银州区,1700
武川县,1994
和林格尔县,993
清水河县,1463
盂县,242
普定县,581
镇宁布依族苗族自治县,687
凯里市,1585
关岭布依族苗族自治县,483
紫云苗族布依族自治县,1132
明溪县,1250
清流县,673
浮梁县,631
宁化县,661
大田县,662
尤溪县,1456
将乐县,805
泰宁县,1679
平定县,419
内丘县,988
柏乡县,1479
临城县,1184
宁晋县,1547
隆尧县,650
中江县,969
濉溪县,590
鄄城县,1101
东明县,509
市中区,441
薛城区,1278
霍林郭勒市,921
峄城区,770
台儿庄区,1344
邹城市,1827
淇县,263
浚县,1621
赛罕区,1682
曲阜市,1859
回民区,1578
玉泉区,1398
新城区,637
余江区,1191
城区,1961
月湖区,1777
矿区,459
通化县,999
博乐市,1304
柳河县,700
阿拉山口市,302
辉南县,1555
鸡东县,1604
介休市,1242
新罗区,1126
永定区,554
成武县,288
单县,1191
襄都区,621
郓城县,1006
黄骅市,36
巨野县,744
河间市,1765
任泽区,353
南和区,1700
曹县,1923
北林区,73
信都区,648
伊吾县,1377
巴里坤哈萨克自治县,1915
茶陵县,1094
泊头市,425
攸县,999
任丘市,708
义县,1805
黑山县,561
炎陵县,828
京山市,1666
钟祥市,956
市中区,517
山城区,428
江都区,1563
鹤山区,160
天元区,149
太和区,776
渌口区,1254
麻山区,1736
城子河区,1586
梨树区,67
滴道区,1014
恒山区,1836
鸡冠区,381
东昌区,58
二道江区,1283
铁力市,342
沙湾区,1862
五通桥区,1154
定陶区,727
金口河区,1196
牡丹区,770
望奎县,614
广陵区,1233
兰西县,1827
邗江区,354
青冈县,1495
庆安县,1822
明水县,116
伊州区,1288
淇滨区,662
绥棱县,1836
凌河区,1466
临湘市,1572
古塔区,453
汨罗市,1869
荷塘区,1501
石峰区,287
芦淞区,1327
龙门县,1017
惠东县,311
博罗县,208
南皮县,618
吴桥县,446
盐山县,670
肃宁县,633
泸水市,55
献县,912
孟村回族自治县,1036
江安县,657
城中区,1424
珙县,1932
筠连县,1672
长宁县,980
东兴市,515
高县,1680
祁县,1566
平遥县,237
兴文县,1303
灵石县,348
屏山县,627
柳南区,1128
鱼峰区,630
柳江区,1541
柳北区,1896
什邡市,1272
绵竹市,364
广汉市,321
宝应县,1657
惠阳区,286
惠城区,149
阳春市,1108
运河区,1990
兰坪白族普米族自治县,406
贡山独龙族怒族自治县,978
福贡县,456
柳城县,1767
融安县,800
鹿寨县,1185
奈曼旗,1013
扎鲁特旗,784
开鲁县,460
库伦旗,1574
科尔沁左翼中旗,1524
三江侗族自治县,738
科尔沁左翼后旗,509
融水苗族自治县,1678
榆社县,1828
左权县,481
和顺县,1687
昔阳县,114
精河县,749
寿阳县,1602
温泉县,361
长汀县,341
山亭区,770
上杭县,761
武平县,969
连城县,449
东光县,1867
海兴县,835
沧县,1204
青县,1726
林州市,1431
榕城区,1690
揭东区,1220
来安县,1490
凉州区,311
宁阳县,262
定远县,1443
惠济区,406
凤阳县,1963
丹江口市,143
全椒县,342
金水区,1340
鄂托克旗,1125
管城回族区,244
杭锦旗,490
准格尔旗,12
上街区,1263
鄂托克前旗,561
达拉特旗,42
二七区,678
中原区,594
南岔县,1453
大箐山县,1827
浏阳市,1182
丰林县,1240
汤旺县,1694
临猗县,1486
嘉荫县,134
万荣县,1091
宁乡市,1872
闻喜县,1031
稷山县,948
安岳县,1550
无为市,73
泰山区,399
乐至县,1429
岱岳区,1699
大武口区,578
惠农区,859
友好区,130
乌翠区,931
伊美区,1490
平湖市,1230
桐乡市,1812
峨眉山市,1792
桂阳县,266
三河市,1561
霸州市,1986
德兴市,793
海安市,253
乃东区,822
南谯区,1313
启东市,164
如皋市,95
琅琊区,1806
东胜区,833
永兴县,1134
康巴什区,336
宜章县,822
临武县,238
海宁市,381
嘉禾县,1460
桂东县,899
汝城县,483
锡山区,1961
惠山区,902
安仁县,1049
榆阳区,1677
盐湖区,1141
古城区,482
通山县,1416
崇阳县,917
通城县,994
嘉鱼县,964
横山区,537
虞城县,1103
柘城县,1604
夏邑县,1197
民权县,1980
宁陵县,1036
睢县,1824
班玛县,128
玛沁县,1632
玛多县,92
清涧县,1677
久治县,543
子洲县,846
达日县,1556
甘德县,1682
儋州市,989
康定市,1852
犍为县,447
夹江县,390
井研县,672
沐川县,1885
四会市,43
防城区,254
苏仙区,1154
北湖区,1084
港口区,663
靖边县,467
府谷县,287
咸安区,1011
吴堡县,1541
马边彝族自治县,1491
米脂县,1954
佳县,778
定边县,345
峨边彝族自治县,642
绥德县,382
新吴区,1803
梁溪区,690
密云区,1277
滨湖区,1951
延庆区,1080
怀柔区,1487
平谷区,457
睢阳区,983
昌平区,83
梁园区,1929
大兴区,1123
通州区,149
顺义区,1353
房山区,1180
郧西县,190
金林区,1518
丹巴县,883
房县,263
泸定县,1104
竹溪县,400
竹山县,764
古浪县,609
炉霍县,1284
天祝藏族自治县,1796
道孚县,1639
雅江县,1576
九龙县,785
内黄县,101
滑县,1383
新龙县,1404
民勤县,820
甘孜县,1245
汤阴县,820
安阳县,420
上思县,124
德格县,422
东平县,1255
理塘县,1714
雁江区,1087
色达县,1509
石渠县,1652
白玉县,1727
得荣县,1598
平罗县,768
稻城县,483
乡城县,519
巴塘县,155
长沙县,92
登封市,982
英吉沙县,1550
新郑市,455
泽普县,1765
莎车县,598
万年县,1669
叶城县,510
巩义市,1207
鄱阳县,386
麦盖提县,1598
余干县,1755
岳普湖县,405
新密市,246
弋阳县,742
伽师县,1615
荥阳市,661
横峰县,650
铅山县,1495
玉山县,1850
鹤庆县,1912
剑川县,1447
洱源县,901
普宁市,65
大厂回族自治县,1037
嘉峪关市,213
霍邱县,242
固安县,493
霍山县,1237
金寨县,1717
舒城县,338
文安县,173
大城县,672
香河县,164
疏附县,465
永清县,995
疏勒县,497
永安市,700
辛集市,395
徐闻县,703
遂溪县,1941
婺源县,308
庄河市,1792
乐平市,183
瓦房店市,629
镜湖区,1818
晋州市,510
新乐市,1732
弋江区,546
鸠江区,1588
喀什市,624
广信区,1788
江山市,594
广丰区,744
信州区,1251
南湖区,1769
麻章区,1757
门头沟区,1460
盘山县,1949
石景山区,1446
海淀区,554
朝阳区,21
丰台区,554
城关区,397
叶集区,625
堆龙德庆区,105
裕安区,192
东城区,17
达孜区,1144
金安区,393
西城区,425
广阳区,129
安次区,1154
杨陵区,572
渭城区,1584
秦都区,29
七星关区,1121
沾益区,1034
平果市,242
坡头区,1850
马龙区,1980
霞山区,232
赤坎区,789
麒麟区,1308
靖西市,715
安州区,759
神木市,802
涪城区,776
游仙区,1979
襄城县,726
鄢陵县,200
资兴市,945
嘉善县,79
刚察县,1937
海晏县,956
海盐县,1879
加查县,856
隆子县,1197
琼结县,467
曲松县,581
措美县,1440
洛扎县,940
淳化县,449
无极县,87
扎囊县,101
武功县,1032
平山县,845
贡嘎县,1224
桑日县,1529
祁连县,87
门源回族自治县,43
如东县,1409
元氏县,1645
赵县,1459
奎屯市,408
长武县,1507
霍尔果斯市,664
秀洲区,1041
礼泉县,1669
永寿县,148
泾阳县,277
乾县,232
永城市,1850
华坪县,1951
大理市,366
宁蒗彝族自治县,1252
三原县,1675
玉龙纳西族自治县,436
永胜县,399
旬邑县,1235
赤壁市,1415
安定区,499
建安区,540
海门区,563
魏都区,1515
通州区,442
崇川区,1285
伊宁市,773
惠来县,350
繁昌区,1376
揭西县,520
湾沚区,1344
中牟县,138
鹿泉区,1574
栾城区,1647
云龙县,992
永平县,368
巍山彝族回族自治县,1244
南涧彝族自治县,1361
弥渡县,1247
宾川县,1672
祥云县,1792
漾濞彝族自治县,360
高邑县,921
深泽县,329
行唐县,962
灵寿县,463
南陵县,946
赞皇县,963
浪卡子县,1585
正定县,1828
巴楚县,1406
塔什库尔干塔吉克自治县,836
井陉县,1614
错那市,1641
